Job ID,Agency,Posting Type,Number Of Positions,Business Title,Civil Service Title,Title Code No,Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Hours/Shift,Work Location 1,Recruitment Contact,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date
229520,DEPT OF HEALTH/MENTAL HYGIENE,Internal,4,"Public Health Inspector, Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,31215,1,41199,47379,Annual,"125 Worth Street, Nyc",Food Safety & Community Sanit, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2016 0:00,,1/26/2016 0:00,3/22/2016 0:00
229294,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Executive Director of Payroll, Bureau of Controller",ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,146276,Annual,42-09 28th Street,Fiscal Management, ,"42-09 28th Street, Queens, NY, 11101",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/28/2016 0:00,,1/28/2016 0:00,3/22/2016 0:00
229294,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Executive Director of Payroll, Bureau of Controller",ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,146276,Annual,42-09 28th Street,Fiscal Management, ,"42-09 28th Street, Queens, NY, 11101",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/28/2016 0:00,,1/28/2016 0:00,3/22/2016 0:00
229298,DEPARTMENT OF INVESTIGATION,Internal,1,Director of Complaint Bureau,SPECIAL INVESTIGATOR,31130,0,60000,91000,Annual,80 Maiden Lane,Complaint Bureau, ,80 Maiden Lane,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
229520,DEPT OF HEALTH/MENTAL HYGIENE,External,4,"Public Health Inspector, Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,31215,1,41199,47379,Annual,"125 Worth Street, Nyc",Food Safety & Community Sanit, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2016 0:00,,1/26/2016 0:00,3/22/2016 0:00
229531,HOUSING PRESERVATION & DVLPMNT,Internal,1,Project Manager - Initial Subsidies,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,100 Gold Street,Initial Subsidies, ,100 Gold Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2016 0:00,,1/26/2016 0:00,3/22/2016 0:00
229531,HOUSING PRESERVATION & DVLPMNT,External,1,Project Manager - Initial Subsidies,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,100 Gold Street,Initial Subsidies, ,100 Gold Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2016 0:00,,1/26/2016 0:00,3/22/2016 0:00
229539,DEPT OF ENVIRONMENT PROTECTION,Internal,1,NYC Carbon Challenge Coordinator,COMMUNITY COORDINATOR,56058,0,48895,70000,Annual,253 Broadway New York Ny,LongTerm Planning&Sustainablty,35 hours per week,253 Broadway New York NY,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/28/2016 0:00,,1/28/2016 0:00,3/22/2016 0:00
229298,DEPARTMENT OF INVESTIGATION,External,1,Director of Complaint Bureau,SPECIAL INVESTIGATOR,31130,0,60000,91000,Annual,80 Maiden Lane,Complaint Bureau, ,80 Maiden Lane,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
229312,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Manager of Health Services Research, Bureau of Primary Care Information Project",CITY RESEARCH SCIENTIST,21744,3,76340,100322,Annual,42-09 28th Street,Primary Care Info Project, ,"42-09 28th Street, Long Island City, NY",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
229312,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Manager of Health Services Research, Bureau of Primary Care Information Project",CITY RESEARCH SCIENTIST,21744,3,76340,100322,Annual,42-09 28th Street,Primary Care Info Project, ,"42-09 28th Street, Long Island City, NY",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
229539,DEPT OF ENVIRONMENT PROTECTION,External,1,NYC Carbon Challenge Coordinator,COMMUNITY COORDINATOR,56058,0,48895,70000,Annual,253 Broadway New York Ny,LongTerm Planning&Sustainablty,35 hours per week,253 Broadway New York NY,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/28/2016 0:00,,1/28/2016 0:00,3/22/2016 0:00
229543,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Associate Laboratory Microbiologist, Bureau of Public Health Laboratory (Microbiology)",ASSOCIATE LABORATORY MICROBIOL,21514,1,52270,72732,Annual,"455 First Ave., N.Y.",Microbiology, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/27/2016 0:00,,1/27/2016 0:00,3/22/2016 0:00
229543,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Associate Laboratory Microbiologist, Bureau of Public Health Laboratory (Microbiology)",ASSOCIATE LABORATORY MICROBIOL,21514,1,52270,72732,Annual,"455 First Ave., N.Y.",Microbiology, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/27/2016 0:00,,1/27/2016 0:00,3/22/2016 0:00
229319,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Registration Analyst, Office of the Agency Chief Contracting Officer",PROCUREMENT ANALYST,12158,2,44945,72628,Annual,42-09 28th Street,Acco/Contracts, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/25/2016 0:00,,1/25/2016 0:00,3/22/2016 0:00
229319,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Registration Analyst, Office of the Agency Chief Contracting Officer",PROCUREMENT ANALYST,12158,2,44945,72628,Annual,42-09 28th Street,Acco/Contracts, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/25/2016 0:00,,1/25/2016 0:00,3/22/2016 0:00
229321,DEPT OF DESIGN & CONSTRUCTION,External,4,Deputy Program Director,ADMIN ARCHITECT (NON MGRL) M-1,1000A,0,48535,132061,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Various,35 hours,"30-30 Thomson Avenue, LIC, NY",,New York City Residency is not required for this position,1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
229321,DEPT OF DESIGN & CONSTRUCTION,Internal,4,Deputy Program Director,ADMIN ARCHITECT (NON MGRL) M-1,1000A,0,48535,132061,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Various,35 hours,"30-30 Thomson Avenue, LIC, NY",,New York City Residency is not required for this position,1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
229545,HOUSING PRESERVATION & DVLPMNT,Internal,1,Relocation Specialist,COMMUNITY COORDINATOR,56058,0,48895,55000,Annual,100 Gold Street,EHRT - Central, ,100 Gold Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2/2/2016 0:00,,2/2/2016 0:00,3/22/2016 0:00
229545,HOUSING PRESERVATION & DVLPMNT,External,1,Relocation Specialist,COMMUNITY COORDINATOR,56058,0,48895,55000,Annual,100 Gold Street,EHRT - Central, ,100 Gold Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2/2/2016 0:00,,2/2/2016 0:00,3/22/2016 0:00
229548,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Borough Distribution Engineer,ADMINISTRATIVE ENGINEER,10015,M2,58675,156793,Annual,59-17 Junction Blvd Corona Ny,System Operations Management, , ,,New York City Residency is not required for this position,1/28/2016 0:00,,1/28/2016 0:00,3/22/2016 0:00
229548,DEPT OF ENVIRONMENT PROTECTION,External,1,Borough Distribution Engineer,ADMINISTRATIVE ENGINEER,10015,M2,58675,156793,Annual,59-17 Junction Blvd Corona Ny,System Operations Management, , ,,New York City Residency is not required for this position,1/28/2016 0:00,,1/28/2016 0:00,3/22/2016 0:00
229549,HOUSING PRESERVATION & DVLPMNT,External,1,Senior Asset Manager,CITY PLANNER,22122,3,66242,86334,Annual,100 Gold Street,Asset Management, ,100 Gold Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/27/2016 0:00,,1/27/2016 0:00,3/22/2016 0:00
229324,DEPT OF DESIGN & CONSTRUCTION,External,4,Deputy Program Director,ADMINISTRATIVE PROJECT MANAGER,8300B,0,48535,134433,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Various,35 hours,"30-30 Thomson Avenue, LIC, NY",,New York City Residency is not required for this position,1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
229324,DEPT OF DESIGN & CONSTRUCTION,Internal,4,Deputy Program Director,ADMINISTRATIVE PROJECT MANAGER,8300B,0,48535,134433,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Various,35 hours,"30-30 Thomson Avenue, LIC, NY",,New York City Residency is not required for this position,1/22/2016 0:00,,1/22/2016 0:00,3/22/2016 0:00
